GSSyear                    ,Idnum,Ballot used for interview,prestige
2014,1153,Ballot a,59
2014,1154,Ballot c,36
2014,1155,Ballot a,35
2014,1156,Ballot c,48
2014,1157,Ballot a,69
2014,1158,Ballot c,49
2014,1159,Ballot b,61
2014,1160,Ballot c,53
2014,1161,Ballot a,60
2014,1162,Ballot b,35
2014,1163,Ballot b,29
2014,1164,Ballot b,61
2014,1165,Ballot c,0
2014,1166,Ballot b,72
2014,1167,Ballot a,47
2014,1168,Ballot c,35
2014,1169,Ballot c,28
2014,1170,Ballot b,38
2014,1171,Ballot a,31
2014,1172,Ballot a,35
2014,1173,Ballot c,45
2014,1174,Ballot b,56
2014,1175,Ballot b,48
2014,1176,Ballot b,39
2014,1177,Ballot b,24
2014,1178,Ballot c,33
2014,1179,Ballot a,25
2014,1180,Ballot c,36
2014,1181,Ballot c,31
2014,1182,Ballot a,35
2014,1183,Ballot a,25
2014,1184,Ballot c,33
2014,1185,Ballot c,36
2014,1186,Ballot b,53
2014,1187,Ballot a,47
2014,1188,Ballot a,43
2014,1189,Ballot a,44
2014,1190,Ballot a,35
2014,1191,Ballot a,69
2014,1192,Ballot b,64
2014,1193,Ballot a,64
2014,1194,Ballot a,45
2014,1195,Ballot b,27
2014,1196,Ballot c,34
2014,1197,Ballot c,39
2014,1198,Ballot b,38
2014,1199,Ballot c,47
2014,1200,Ballot a,32
2014,1201,Ballot b,48
2014,1202,Ballot b,21
2014,1203,Ballot a,36
2014,1204,Ballot c,0
2014,1205,Ballot c,48
2014,1206,Ballot a,45
2014,1207,Ballot b,48
2014,1208,Ballot b,47
2014,1209,Ballot c,52
2014,1210,Ballot a,28
2014,1211,Ballot b,32
2014,1212,Ballot c,53
2014,1213,Ballot b,47
2014,1214,Ballot a,31
2014,1215,Ballot b,31
2014,1216,Ballot b,0
2014,1217,Ballot b,35
2014,1218,Ballot b,32
2014,1219,Ballot c,54
2014,1220,Ballot a,60
2014,1221,Ballot c,32
2014,1222,Ballot b,28
2014,1223,Ballot b,31
2014,1224,Ballot c,24
2014,1225,Ballot a,31
2014,1226,Ballot c,37
2014,1227,Ballot c,53
2014,1228,Ballot c,46
2014,1229,Ballot a,0
2014,1230,Ballot c,43
2014,1231,Ballot a,35
2014,1232,Ballot b,25
2014,1233,Ballot a,31
2014,1234,Ballot c,65
2014,1235,Ballot a,24
2014,1236,Ballot a,74
2014,1237,Ballot a,35
2014,1238,Ballot a,35
2014,1239,Ballot c,66
2014,1240,Ballot b,16
2014,1241,Ballot b,52
2014,1242,Ballot b,35
2014,1243,Ballot a,72
2014,1244,Ballot a,25
2014,1245,Ballot a,25
2014,1246,Ballot b,59
2014,1247,Ballot c,25
2014,1248,Ballot c,35
2014,1249,Ballot a,45
2014,1250,Ballot b,24
2014,1251,Ballot a,35
2014,1252,Ballot a,47
2014,1253,Ballot a,54
2014,1254,Ballot b,40
2014,1255,Ballot a,28
2014,1256,Ballot c,31
2014,1257,Ballot b,49
2014,1258,Ballot c,35
2014,1259,Ballot c,38
2014,1260,Ballot a,75
2014,1261,Ballot c,55
2014,1262,Ballot b,40
2014,1263,Ballot b,48
2014,1264,Ballot b,61
2014,1265,Ballot a,31
2014,1266,Ballot a,48
2014,1267,Ballot a,35
2014,1268,Ballot b,46
2014,1269,Ballot b,65
2014,1270,Ballot b,38
2014,1271,Ballot c,59
2014,1272,Ballot a,29
2014,1273,Ballot c,28
2014,1274,Ballot b,43
2014,1275,Ballot c,38
2014,1276,Ballot c,54
2014,1277,Ballot a,31
2014,1278,Ballot a,25
2014,1279,Ballot a,0
2014,1280,Ballot a,25
2014,1281,Ballot a,37
2014,1282,Ballot c,37
2014,1283,Ballot c,31
2014,1284,Ballot a,34
2014,1285,Ballot b,45
2014,1286,Ballot c,45
2014,1287,Ballot a,65
2014,1288,Ballot c,25
2014,1289,Ballot a,59
2014,1290,Ballot a,61
2014,1291,Ballot c,31
2014,1292,Ballot c,47
2014,1293,Ballot b,47
2014,1294,Ballot c,0
2014,1295,Ballot b,24
2014,1296,Ballot b,46
2014,1297,Ballot a,72
2014,1298,Ballot a,49
2014,1299,Ballot b,31
2014,1300,Ballot a,38
2014,1301,Ballot a,50
2014,1302,Ballot b,50
2014,1303,Ballot b,50
2014,1304,Ballot a,54
2014,1305,Ballot b,45
2014,1306,Ballot b,39
2014,1307,Ballot c,74
2014,1308,Ballot c,65
2014,1309,Ballot b,60
2014,1310,Ballot c,33
2014,1311,Ballot b,52
2014,1312,Ballot c,55
2014,1313,Ballot a,60
2014,1314,Ballot b,60
2014,1315,Ballot c,61
2014,1316,Ballot c,30
2014,1317,Ballot a,32
2014,1318,Ballot c,64
2014,1319,Ballot a,60
2014,1320,Ballot a,0
2014,1321,Ballot c,35
2014,1322,Ballot c,43
2014,1323,Ballot c,80
2014,1324,Ballot a,47
2014,1325,Ballot b,24
2014,1326,Ballot b,60
2014,1327,Ballot a,31
2014,1328,Ballot b,50
2014,1329,Ballot a,60
2014,1330,Ballot c,32
2014,1331,Ballot b,36
2014,1332,Ballot a,45
2014,1333,Ballot b,35
2014,1334,Ballot a,30
2014,1335,Ballot c,32
2014,1336,Ballot b,29
2014,1337,Ballot c,33
2014,1338,Ballot a,48
2014,1339,Ballot b,38
2014,1340,Ballot a,45
2014,1341,Ballot b,38
2014,1342,Ballot c,51
2014,1343,Ballot b,61
2014,1344,Ballot b,38
2014,1345,Ballot b,61
2014,1346,Ballot a,60
2014,1347,Ballot b,40
2014,1348,Ballot a,29
2014,1349,Ballot c,51
2014,1350,Ballot a,39
2014,1351,Ballot b,53
2014,1352,Ballot c,32
2014,1353,Ballot b,46
2014,1354,Ballot c,35
2014,1355,Ballot b,48
2014,1356,Ballot b,47
2014,1357,Ballot c,43
2014,1358,Ballot a,17
2014,1359,Ballot b,47
2014,1360,Ballot b,37
2014,1361,Ballot b,33
2014,1362,Ballot c,60
2014,1363,Ballot b,35
2014,1364,Ballot a,26
2014,1365,Ballot c,35
2014,1366,Ballot b,28
2014,1367,Ballot c,36
2014,1368,Ballot c,35
2014,1369,Ballot c,0
2014,1370,Ballot a,32
2014,1371,Ballot a,59
2014,1372,Ballot a,28
2014,1373,Ballot b,17
2014,1374,Ballot b,46
2014,1375,Ballot b,31
2014,1376,Ballot b,31
2014,1377,Ballot c,43
2014,1378,Ballot c,48
2014,1379,Ballot c,35
2014,1380,Ballot c,53
2014,1381,Ballot c,31
2014,1382,Ballot a,25
2014,1383,Ballot a,52
2014,1384,Ballot b,33
2014,1385,Ballot a,38
2014,1386,Ballot c,40
2014,1387,Ballot c,24
2014,1388,Ballot b,47
2014,1389,Ballot b,32
2014,1390,Ballot a,32
2014,1391,Ballot c,35
2014,1392,Ballot c,17
2014,1393,Ballot a,47
2014,1394,Ballot a,21
2014,1395,Ballot c,48
2014,1396,Ballot c,53
2014,1397,Ballot c,31
2014,1398,Ballot c,64
2014,1399,Ballot c,71
2014,1400,Ballot c,65
2014,1401,Ballot b,35
2014,1402,Ballot c,44
2014,1403,Ballot b,27
2014,1404,Ballot a,35
2014,1405,Ballot a,44
2014,1406,Ballot a,61
2014,1407,Ballot b,47
2014,1408,Ballot b,45
2014,1409,Ballot c,35
2014,1410,Ballot b,31
2014,1411,Ballot b,51
2014,1412,Ballot c,17
2014,1413,Ballot b,44
2014,1414,Ballot a,31
2014,1415,Ballot c,25
2014,1416,Ballot a,33
2014,1417,Ballot c,64
2014,1418,Ballot c,74
2014,1419,Ballot b,56
2014,1420,Ballot c,0
2014,1421,Ballot c,31
2014,1422,Ballot a,61
2014,1423,Ballot c,35
2014,1424,Ballot b,48
2014,1425,Ballot a,30
2014,1426,Ballot a,33
2014,1427,Ballot a,38
2014,1428,Ballot c,49
2014,1429,Ballot c,46
2014,1430,Ballot b,43
2014,1431,Ballot a,38
2014,1432,Ballot a,0
2014,1433,Ballot a,36
2014,1434,Ballot c,21
2014,1435,Ballot a,53
2014,1436,Ballot c,63
2014,1437,Ballot b,38
2014,1438,Ballot c,23
2014,1439,Ballot a,50
2014,1440,Ballot b,48
2014,1441,Ballot a,24
2014,1442,Ballot b,16
2014,1443,Ballot a,69
2014,1444,Ballot b,28
2014,1445,Ballot c,35
2014,1446,Ballot b,32
2014,1447,Ballot b,31
2014,1448,Ballot c,28
2014,1449,Ballot b,35
2014,1450,Ballot c,47
2014,1451,Ballot c,64
2014,1452,Ballot c,74
2014,1453,Ballot c,54
2014,1454,Ballot b,47
2014,1455,Ballot b,64
2014,1456,Ballot c,31
2014,1457,Ballot b,44
2014,1458,Ballot a,57
2014,1459,Ballot b,47
2014,1460,Ballot b,64
2014,1461,Ballot c,28
2014,1462,Ballot b,31
2014,1463,Ballot a,59
2014,1464,Ballot b,36
2014,1465,Ballot a,25
2014,1466,Ballot a,35
2014,1467,Ballot b,36
2014,1468,Ballot b,54
2014,1469,Ballot c,47
2014,1470,Ballot c,80
2014,1471,Ballot a,45
2014,1472,Ballot c,50
2014,1473,Ballot a,0
2014,1474,Ballot c,38
2014,1475,Ballot b,33
2014,1476,Ballot a,39
2014,1477,Ballot a,63
2014,1478,Ballot a,43
2014,1479,Ballot a,21
2014,1480,Ballot c,31
2014,1481,Ballot a,25
2014,1482,Ballot a,47
2014,1483,Ballot c,17
2014,1484,Ballot c,43
2014,1485,Ballot c,31
2014,1486,Ballot b,31
2014,1487,Ballot b,31
2014,1488,Ballot b,47
2014,1489,Ballot a,21
2014,1490,Ballot b,35
2014,1491,Ballot c,39
2014,1492,Ballot c,37
2014,1493,Ballot c,21
2014,1494,Ballot b,44
2014,1495,Ballot b,40
2014,1496,Ballot a,45
2014,1497,Ballot b,71
2014,1498,Ballot b,53
2014,1499,Ballot b,45
2014,1500,Ballot b,16
2014,1501,Ballot b,60
2014,1502,Ballot c,45
2014,1503,Ballot c,38
2014,1504,Ballot a,28
2014,1505,Ballot c,35
2014,1506,Ballot b,32
2014,1507,Ballot c,24
2014,1508,Ballot c,64
2014,1509,Ballot c,36
2014,1510,Ballot b,24
2014,1511,Ballot c,53
2014,1512,Ballot a,44
2014,1513,Ballot b,35
2014,1514,Ballot a,63
2014,1515,Ballot a,31
2014,1516,Ballot a,47
2014,1517,Ballot a,25
2014,1518,Ballot b,47
2014,1519,Ballot c,64
2014,1520,Ballot a,25
2014,1521,Ballot b,0
2014,1522,Ballot b,47
2014,1523,Ballot b,28
2014,1524,Ballot c,21
2014,1525,Ballot b,28
2014,1526,Ballot b,22
2014,1527,Ballot b,33
2014,1528,Ballot b,21
2014,1529,Ballot b,49
2014,1530,Ballot a,62
2014,1531,Ballot b,67
2014,1532,Ballot c,0
2014,1533,Ballot a,24
2014,1534,Ballot a,35
2014,1535,Ballot b,42
2014,1536,Ballot a,16
2014,1537,Ballot a,53
2014,1538,Ballot a,55
2014,1539,Ballot a,32
2014,1540,Ballot c,24
2014,1541,Ballot a,28
2014,1542,Ballot c,35
2014,1543,Ballot a,39
2014,1544,Ballot c,44
2014,1545,Ballot b,64
2014,1546,Ballot b,49
2014,1547,Ballot a,24
2014,1548,Ballot b,25
2014,1549,Ballot b,64
2014,1550,Ballot b,38
2014,1551,Ballot c,44
2014,1552,Ballot a,0
2014,1553,Ballot c,33
2014,1554,Ballot c,44
2014,1555,Ballot c,21
2014,1556,Ballot b,29
2014,1557,Ballot a,28
2014,1558,Ballot b,47
2014,1559,Ballot b,44
2014,1560,Ballot a,80
2014,1561,Ballot a,48
2014,1562,Ballot a,45
2014,1563,Ballot a,28
2014,1564,Ballot c,47
2014,1565,Ballot a,48
2014,1566,Ballot b,46
2014,1567,Ballot a,49
2014,1568,Ballot c,48
2014,1569,Ballot a,16
2014,1570,Ballot b,28
2014,1571,Ballot b,35
2014,1572,Ballot c,50
2014,1573,Ballot c,62
2014,1574,Ballot a,25
2014,1575,Ballot a,0
2014,1576,Ballot b,47
2014,1577,Ballot c,21
2014,1578,Ballot b,0
2014,1579,Ballot a,26
2014,1580,Ballot c,21
2014,1581,Ballot a,28
2014,1582,Ballot c,44
2014,1583,Ballot a,26
2014,1584,Ballot c,37
2014,1585,Ballot b,42
2014,1586,Ballot c,48
2014,1587,Ballot c,0
2014,1588,Ballot b,46
2014,1589,Ballot a,49
2014,1590,Ballot b,53
2014,1591,Ballot b,69
2014,1592,Ballot a,74
2014,1593,Ballot b,39
2014,1594,Ballot c,48
2014,1595,Ballot a,48
2014,1596,Ballot a,50
2014,1597,Ballot b,60
2014,1598,Ballot a,61
2014,1599,Ballot b,60
2014,1600,Ballot a,48
2014,1601,Ballot c,38
2014,1602,Ballot b,39
2014,1603,Ballot b,18
2014,1604,Ballot b,53
2014,1605,Ballot c,35
2014,1606,Ballot a,36
2014,1607,Ballot c,59
2014,1608,Ballot a,24
2014,1609,Ballot b,35
2014,1610,Ballot a,24
2014,1611,Ballot c,24
2014,1612,Ballot c,32
2014,1613,Ballot a,0
2014,1614,Ballot b,35
2014,1615,Ballot b,35
2014,1616,Ballot c,25
2014,1617,Ballot b,25
2014,1618,Ballot a,0
2014,1619,Ballot c,48
2014,1620,Ballot a,32
2014,1621,Ballot b,31
2014,1622,Ballot b,53
2014,1623,Ballot a,48
2014,1624,Ballot c,48
2014,1625,Ballot a,35
2014,1626,Ballot b,38
2014,1627,Ballot c,0
2014,1628,Ballot c,53
2014,1629,Ballot a,47
2014,1630,Ballot c,40
2014,1631,Ballot c,45
2014,1632,Ballot a,51
2014,1633,Ballot a,65
2014,1634,Ballot a,39
2014,1635,Ballot b,56
2014,1636,Ballot a,47
2014,1637,Ballot c,47
2014,1638,Ballot a,35
2014,1639,Ballot b,35
2014,1640,Ballot b,35
2014,1641,Ballot a,31
2014,1642,Ballot c,55
2014,1643,Ballot c,21
2014,1644,Ballot a,49
2014,1645,Ballot a,52
2014,1646,Ballot a,48
2014,1647,Ballot b,48
2014,1648,Ballot b,60
2014,1649,Ballot c,46
2014,1650,Ballot c,48
2014,1651,Ballot c,80
2014,1652,Ballot c,39
2014,1653,Ballot c,0
2014,1654,Ballot a,53
2014,1655,Ballot b,70
2014,1656,Ballot b,38
2014,1657,Ballot b,39
2014,1658,Ballot b,40
2014,1659,Ballot c,33
2014,1660,Ballot a,36
2014,1661,Ballot b,72
2014,1662,Ballot c,28
2014,1664,Ballot b,32
2014,1665,Ballot c,24
2014,1666,Ballot a,40
2014,1667,Ballot b,45
2014,1669,Ballot b,46
2014,1672,Ballot c,36
2014,1673,Ballot b,35
2014,1674,Ballot c,35
2014,1676,Ballot c,61
2014,1677,Ballot c,47
2014,1678,Ballot a,25
2014,1679,Ballot c,53
2014,1680,Ballot c,38
2014,1681,Ballot b,35
2014,1682,Ballot a,35
2014,1683,Ballot c,0
2014,1684,Ballot a,25
2014,1685,Ballot b,70
2014,1686,Ballot c,65
2014,1687,Ballot b,60
2014,1688,Ballot c,49
2014,1689,Ballot b,56
2014,1690,Ballot b,45
2014,1691,Ballot b,25
2014,1692,Ballot b,69
2014,1693,Ballot a,27
2014,1694,Ballot a,42
2014,1695,Ballot c,53
2014,1696,Ballot c,34
2014,1697,Ballot b,35
2014,1698,Ballot c,46
2014,1699,Ballot c,53
2014,1700,Ballot a,38
2014,1701,Ballot c,42
2014,1702,Ballot c,28
2014,1703,Ballot b,47
2014,1704,Ballot c,46
2014,1705,Ballot a,29
2014,1706,Ballot c,29
2014,1707,Ballot a,48
2014,1708,Ballot b,46
2014,1709,Ballot c,61
2014,1710,Ballot a,24
2014,1711,Ballot a,45
2014,1712,Ballot a,61
2014,1713,Ballot a,55
2014,1714,Ballot a,47
2014,1715,Ballot a,35
2014,1716,Ballot a,48
2014,1717,Ballot a,31
2014,1718,Ballot c,0
2014,1719,Ballot a,61
2014,1720,Ballot c,33
2014,1721,Ballot c,28
2014,1722,Ballot a,17
2014,1723,Ballot b,24
2014,1724,Ballot a,36
2014,1725,Ballot b,0
2014,1726,Ballot a,59
2014,1727,Ballot c,24
2014,1728,Ballot a,38
2014,1729,Ballot a,28
2014,1730,Ballot a,48
2014,1731,Ballot b,0
2014,1732,Ballot c,31
2014,1733,Ballot c,20
2014,1734,Ballot c,53
2014,1735,Ballot b,69
2014,1736,Ballot b,64
2014,1737,Ballot a,47
2014,1738,Ballot a,69
2014,1739,Ballot c,46
2014,1740,Ballot a,31
2014,1741,Ballot b,32
2014,1742,Ballot b,63
2014,1743,Ballot a,48
2014,1744,Ballot b,48
2014,1745,Ballot a,38
2014,1746,Ballot a,45
2014,1747,Ballot c,39
2014,1748,Ballot a,35
2014,1749,Ballot c,38
2014,1750,Ballot b,32
2014,1751,Ballot b,52
2014,1752,Ballot b,35
2014,1753,Ballot c,50
2014,1754,Ballot a,80
2014,1755,Ballot a,31
2014,1756,Ballot b,61
2014,1757,Ballot c,52
2014,1758,Ballot b,55
2014,1759,Ballot a,64
2014,1760,Ballot c,51
2014,1761,Ballot c,39
2014,1762,Ballot c,35
2014,1763,Ballot b,35
2014,1764,Ballot b,39
2014,1765,Ballot a,47
2014,1766,Ballot c,53
2014,1767,Ballot b,24
2014,1768,Ballot c,55
2014,1769,Ballot a,31
2014,1770,Ballot c,72
2014,1771,Ballot b,45
2014,1772,Ballot a,32
2014,1773,Ballot c,36
2014,1774,Ballot a,36
2014,1775,Ballot c,48
2014,1776,Ballot a,36
2014,1777,Ballot b,61
2014,1778,Ballot a,35
2014,1779,Ballot a,35
2014,1780,Ballot b,47
2014,1781,Ballot b,39
2014,1782,Ballot b,64
2014,1783,Ballot a,31
2014,1784,Ballot b,50
2014,1785,Ballot a,69
2014,1786,Ballot a,63
2014,1787,Ballot c,52
2014,1788,Ballot a,33
2014,1789,Ballot c,25
2014,1790,Ballot b,38
2014,1791,Ballot b,61
2014,1792,Ballot a,73
2014,1793,Ballot c,47
2014,1794,Ballot c,31
2014,1795,Ballot a,35
2014,1796,Ballot b,64
2014,1797,Ballot b,45
2014,1798,Ballot c,41
2014,1799,Ballot a,40
2014,1800,Ballot a,32
2014,1801,Ballot a,42
2014,1802,Ballot b,31
2014,1803,Ballot b,36
2014,1804,Ballot b,21
2014,1805,Ballot c,59
2014,1806,Ballot c,38
2014,1807,Ballot c,40
2014,1808,Ballot a,35
2014,1809,Ballot a,37
2014,1810,Ballot c,55
2014,1811,Ballot b,40
2014,1812,Ballot a,43
2014,1813,Ballot a,0
2014,1814,Ballot b,61
2014,1815,Ballot a,49
2014,1816,Ballot a,53
2014,1817,Ballot a,35
2014,1818,Ballot b,52
2014,1819,Ballot a,48
2014,1820,Ballot c,31
2014,1821,Ballot a,39
2014,1822,Ballot c,50
2014,1823,Ballot a,0
2014,1824,Ballot a,74
2014,1825,Ballot c,31
2014,1826,Ballot c,35
2014,1827,Ballot a,39
2014,1828,Ballot c,35
2014,1829,Ballot c,31
2014,1830,Ballot a,63
2014,1831,Ballot b,33
2014,1832,Ballot a,31
2014,1833,Ballot c,59
2014,1834,Ballot a,59
2014,1835,Ballot a,0
2014,1836,Ballot c,31
2014,1837,Ballot a,60
2014,1838,Ballot b,61
2014,1839,Ballot a,32
2014,1840,Ballot b,0
2014,1841,Ballot c,0
2014,1842,Ballot b,28
2014,1843,Ballot b,38
2014,1844,Ballot c,31
2014,1845,Ballot a,38
2014,1846,Ballot a,24
2014,1847,Ballot a,46
2014,1848,Ballot a,44
2014,1849,Ballot c,55
2014,1850,Ballot a,48
2014,1851,Ballot c,32
2014,1852,Ballot c,64
2014,1853,Ballot c,30
2014,1854,Ballot a,61
2014,1855,Ballot a,32
2014,1856,Ballot a,0
2014,1857,Ballot b,35
2014,1858,Ballot a,72
2014,1859,Ballot a,62
2014,1860,Ballot a,32
2014,1861,Ballot a,31
2014,1862,Ballot c,0
2014,1863,Ballot a,0
2014,1864,Ballot c,43
2014,1865,Ballot c,48
2014,1866,Ballot a,48
2014,1867,Ballot c,50
2014,1868,Ballot c,54
2014,1869,Ballot b,38
2014,1870,Ballot a,51
2014,1871,Ballot a,38
2014,1872,Ballot a,53
2014,1873,Ballot a,42
2014,1874,Ballot a,46
2014,1875,Ballot a,38
2014,1876,Ballot b,60
2014,1877,Ballot b,25
2014,1878,Ballot c,32
2014,1879,Ballot b,22
2014,1880,Ballot c,35
2014,1881,Ballot c,38
2014,1882,Ballot a,44
2014,1883,Ballot c,39
2014,1884,Ballot b,33
2014,1885,Ballot a,25
2014,1886,Ballot a,61
2014,1887,Ballot a,48
2014,1888,Ballot a,37
2014,1889,Ballot a,73
2014,1890,Ballot b,50
2014,1891,Ballot a,31
2014,1892,Ballot c,46
2014,1893,Ballot b,33
2014,1894,Ballot b,49
2014,1895,Ballot c,25
2014,1896,Ballot b,40
2014,1897,Ballot a,46
2014,1898,Ballot a,33
2014,1899,Ballot b,31
2014,1900,Ballot a,64
2014,1901,Ballot b,35
2014,1902,Ballot b,60
2014,1903,Ballot c,49
2014,1904,Ballot a,35
2014,1905,Ballot a,35
2014,1906,Ballot a,60
2014,1907,Ballot a,32
2014,1908,Ballot c,44
2014,1909,Ballot b,49
2014,1910,Ballot b,27
2014,1911,Ballot b,47
2014,1912,Ballot c,72
2014,1913,Ballot b,28
2014,1914,Ballot b,69
2014,1915,Ballot c,0
2014,1916,Ballot b,32
2014,1917,Ballot b,21
2014,1918,Ballot b,35
2014,1919,Ballot c,45
2014,1920,Ballot c,45
2014,1921,Ballot c,45
2014,1922,Ballot c,35
2014,1923,Ballot b,42
2014,1924,Ballot b,27
2014,1925,Ballot c,66
2014,1926,Ballot c,49
2014,1927,Ballot c,65
2014,1928,Ballot a,64
2014,1929,Ballot a,48
2014,1930,Ballot a,25
2014,1931,Ballot c,33
2014,1932,Ballot c,32
2014,1933,Ballot c,31
2014,1934,Ballot a,28
2014,1935,Ballot c,40
2014,1936,Ballot b,24
2014,1937,Ballot a,38
2014,1938,Ballot a,80
2014,1939,Ballot c,59
2014,1940,Ballot a,28
2014,1941,Ballot a,47
2014,1942,Ballot b,38
2014,1943,Ballot a,37
2014,1944,Ballot a,62
2014,1945,Ballot c,25
2014,1946,Ballot a,25
2014,1947,Ballot b,38
2014,1948,Ballot b,59
2014,1949,Ballot b,24
2014,1950,Ballot c,61
2014,1951,Ballot c,25
2014,1952,Ballot a,60
2014,1953,Ballot b,59
2014,1954,Ballot c,48
2014,1955,Ballot b,47
2014,1956,Ballot c,25
2014,1957,Ballot a,25
2014,1958,Ballot c,31
2014,1959,Ballot c,48
2014,1960,Ballot c,60
2014,1961,Ballot c,31
2014,1962,Ballot c,64
2014,1963,Ballot a,39
2014,1964,Ballot a,28
2014,1965,Ballot b,42
2014,1966,Ballot a,38
2014,1967,Ballot c,38
2014,1968,Ballot a,63
2014,1969,Ballot a,53
2014,1970,Ballot b,70
2014,1971,Ballot a,39
2014,1972,Ballot a,65
2014,1973,Ballot c,25
2014,1974,Ballot c,31
2014,1975,Ballot a,38
2014,1976,Ballot a,33
2014,1977,Ballot a,38
2014,1978,Ballot c,53
2014,1979,Ballot b,33
2014,1980,Ballot b,48
2014,1981,Ballot a,44
2014,1982,Ballot b,28
2014,1983,Ballot c,33
2014,1984,Ballot c,45
2014,1985,Ballot c,61
2014,1986,Ballot c,24
2014,1987,Ballot c,36
2014,1988,Ballot c,44
2014,1989,Ballot a,0
2014,1990,Ballot a,48
2014,1991,Ballot a,61
2014,1992,Ballot c,64
2014,1993,Ballot c,49
2014,1994,Ballot c,31
2014,1995,Ballot b,48
2014,1996,Ballot c,24
2014,1997,Ballot b,48
2014,1998,Ballot b,36
2014,1999,Ballot a,48
2014,2000,Ballot b,60
2014,2001,Ballot a,49
2014,2002,Ballot a,43
2014,2003,Ballot a,31
2014,2004,Ballot c,49
2014,2005,Ballot a,74
2014,2006,Ballot b,35
2014,2007,Ballot b,38
2014,2008,Ballot c,38
2014,2009,Ballot c,33
2014,2010,Ballot c,35
2014,2011,Ballot c,28
2014,2012,Ballot b,48
2014,2013,Ballot c,39
2014,2014,Ballot c,0
2014,2015,Ballot a,22
2014,2016,Ballot a,50
2014,2017,Ballot b,31
2014,2018,Ballot c,37
2014,2019,Ballot a,31
2014,2020,Ballot a,55
2014,2021,Ballot a,61
2014,2022,Ballot a,33
2014,2023,Ballot b,0
2014,2024,Ballot a,49
2014,2025,Ballot a,25
2014,2026,Ballot c,25
2014,2027,Ballot c,45
2014,2028,Ballot c,38
2014,2029,Ballot b,49
2014,2030,Ballot b,0
2014,2031,Ballot a,33
2014,2032,Ballot b,31
2014,2033,Ballot c,31
2014,2034,Ballot b,25
2014,2035,Ballot b,38
2014,2036,Ballot c,0
2014,2037,Ballot c,53
2014,2038,Ballot a,55
2014,2039,Ballot b,39
2014,2040,Ballot b,38
2014,2041,Ballot c,61
2014,2042,Ballot b,49
2014,2043,Ballot c,58
2014,2044,Ballot c,62
2014,2045,Ballot a,48
2014,2046,Ballot b,48
2014,2047,Ballot a,32
2014,2048,Ballot b,31
2014,2049,Ballot a,48
2014,2050,Ballot a,50
2014,2051,Ballot c,37
2014,2052,Ballot c,64
2014,2053,Ballot b,61
2014,2054,Ballot b,49
2014,2055,Ballot c,38
2014,2056,Ballot a,0
2014,2057,Ballot a,67
2014,2058,Ballot a,25
2014,2059,Ballot a,35
2014,2060,Ballot b,45
2014,2061,Ballot a,54
2014,2062,Ballot a,36
2014,2063,Ballot c,60
2014,2064,Ballot c,25
2014,2065,Ballot b,61
2014,2066,Ballot a,61
2014,2067,Ballot b,16
2014,2068,Ballot b,52
2014,2069,Ballot c,39
2014,2070,Ballot c,24
2014,2071,Ballot b,64
2014,2072,Ballot a,60
2014,2073,Ballot b,28
2014,2074,Ballot a,61
2014,2075,Ballot b,63
2014,2076,Ballot c,35
2014,2077,Ballot b,51
2014,2078,Ballot a,63
2014,2079,Ballot c,39
2014,2080,Ballot b,71
2014,2081,Ballot a,39
2014,2082,Ballot b,43
2014,2083,Ballot a,44
2014,2084,Ballot c,25
2014,2085,Ballot a,24
2014,2086,Ballot a,35
2014,2087,Ballot a,44
2014,2088,Ballot c,39
2014,2089,Ballot a,48
2014,2090,Ballot a,59
2014,2091,Ballot a,25
2014,2092,Ballot b,36
2014,2093,Ballot a,39
2014,2094,Ballot c,28
2014,2095,Ballot b,41
2014,2096,Ballot c,35
2014,2097,Ballot a,48
2014,2098,Ballot c,41
2014,2099,Ballot a,38
2014,2100,Ballot c,0
2014,2101,Ballot c,0
2014,2102,Ballot b,25
2014,2103,Ballot c,50
2014,2104,Ballot c,45
2014,2105,Ballot b,47
2014,2106,Ballot b,24
2014,2107,Ballot c,27
2014,2108,Ballot c,40
2014,2109,Ballot a,49
2014,2110,Ballot c,61
2014,2111,Ballot c,51
2014,2112,Ballot a,32
2014,2113,Ballot c,49
2014,2114,Ballot b,38
2014,2115,Ballot b,32
2014,2116,Ballot a,60
2014,2117,Ballot a,28
2014,2118,Ballot c,35
2014,2119,Ballot a,22
2014,2120,Ballot c,0
2014,2121,Ballot c,51
2014,2122,Ballot a,24
2014,2123,Ballot b,39
2014,2124,Ballot c,28
2014,2125,Ballot a,0
2014,2126,Ballot a,0
2014,2127,Ballot a,28
2014,2128,Ballot b,44
2014,2129,Ballot a,56
2014,2130,Ballot a,0
2014,2131,Ballot a,28
2014,2132,Ballot b,55
2014,2133,Ballot b,44
2014,2134,Ballot b,31
2014,2135,Ballot b,0
2014,2136,Ballot b,32
2014,2137,Ballot c,50
2014,2138,Ballot c,53
2014,2139,Ballot c,48
2014,2140,Ballot b,53
2014,2141,Ballot a,74
2014,2142,Ballot a,65
2014,2143,Ballot b,38
2014,2144,Ballot c,40
2014,2145,Ballot a,35
2014,2146,Ballot a,31
2014,2147,Ballot c,42
2014,2148,Ballot a,45
2014,2149,Ballot b,47
2014,2150,Ballot b,52
2014,2151,Ballot b,29
2014,2152,Ballot a,31
2014,2153,Ballot c,55
2014,2154,Ballot c,49
2014,2155,Ballot b,64
